Bank_id,Year,Bank_name,Sector
92,2010,SONALI BANK,Foreign
92,2011,SONALI BANK,Foreign
92,2012,SONALI BANK,Foreign
92,2013,SONALI BANK,Foreign
92,2014,SONALI BANK,Foreign
92,2015,SONALI BANK,Foreign
92,2016,SONALI BANK,Foreign
92,2017,SONALI BANK,Foreign
92,2018,SONALI BANK,Foreign
92,2019,SONALI BANK,Foreign
92,2020,SONALI BANK,Foreign
93,2005,SOUTH INDIAN BANK,Private
93,2006,SOUTH INDIAN BANK,Private
93,2007,SOUTH INDIAN BANK,Private
93,2008,SOUTH INDIAN BANK,Private
93,2009,SOUTH INDIAN BANK,Private
93,2010,SOUTH INDIAN BANK,Private
93,2011,SOUTH INDIAN BANK,Private
93,2012,SOUTH INDIAN BANK,Private
93,2013,SOUTH INDIAN BANK,Private
93,2014,SOUTH INDIAN BANK,Private
93,2015,SOUTH INDIAN BANK,Private
93,2016,SOUTH INDIAN BANK,Private
93,2017,SOUTH INDIAN BANK,Private
93,2018,SOUTH INDIAN BANK,Private
93,2019,SOUTH INDIAN BANK,Private
93,2020,SOUTH INDIAN BANK,Private
94,2005,STANDARD CHARTERED BANK,Foreign
94,2006,STANDARD CHARTERED BANK,Foreign
94,2007,STANDARD CHARTERED BANK,Foreign
94,2008,STANDARD CHARTERED BANK,Foreign
94,2009,STANDARD CHARTERED BANK,Foreign
94,2010,STANDARD CHARTERED BANK,Foreign
94,2011,STANDARD CHARTERED BANK,Foreign
94,2012,STANDARD CHARTERED BANK,Foreign
94,2013,STANDARD CHARTERED BANK,Foreign
94,2014,STANDARD CHARTERED BANK,Foreign
94,2015,STANDARD CHARTERED BANK,Foreign
94,2016,STANDARD CHARTERED BANK,Foreign
94,2017,STANDARD CHARTERED BANK,Foreign
94,2018,STANDARD CHARTERED BANK,Foreign
94,2019,STANDARD CHARTERED BANK,Foreign
94,2020,STANDARD CHARTERED BANK,Foreign
95,2005,STATE BANK OF BIKANER AND JAIPUR,Public
95,2006,STATE BANK OF BIKANER AND JAIPUR,Public
95,2007,STATE BANK OF BIKANER AND JAIPUR,Public
95,2008,STATE BANK OF BIKANER AND JAIPUR,Public
95,2009,STATE BANK OF BIKANER AND JAIPUR,Public
95,2010,STATE BANK OF BIKANER AND JAIPUR,Public
95,2011,STATE BANK OF BIKANER AND JAIPUR,Public
95,2012,STATE BANK OF BIKANER AND JAIPUR,Public
95,2013,STATE BANK OF BIKANER AND JAIPUR,Public
95,2014,STATE BANK OF BIKANER AND JAIPUR,Public
95,2015,STATE BANK OF BIKANER AND JAIPUR,Public
95,2016,STATE BANK OF BIKANER AND JAIPUR,Public
95,2017,STATE BANK OF BIKANER AND JAIPUR,Public
96,2005,STATE BANK OF HYDERABAD,Public
96,2006,STATE BANK OF HYDERABAD,Public
96,2007,STATE BANK OF HYDERABAD,Public
96,2008,STATE BANK OF HYDERABAD,Public
96,2009,STATE BANK OF HYDERABAD,Public
96,2010,STATE BANK OF HYDERABAD,Public
96,2011,STATE BANK OF HYDERABAD,Public
96,2012,STATE BANK OF HYDERABAD,Public
96,2013,STATE BANK OF HYDERABAD,Public
96,2014,STATE BANK OF HYDERABAD,Public
96,2015,STATE BANK OF HYDERABAD,Public
96,2016,STATE BANK OF HYDERABAD,Public
96,2017,STATE BANK OF HYDERABAD,Public
97,2005,STATE BANK OF INDIA,Public
97,2006,STATE BANK OF INDIA,Public
97,2007,STATE BANK OF INDIA,Public
97,2008,STATE BANK OF INDIA,Public
97,2009,STATE BANK OF INDIA,Public
97,2010,STATE BANK OF INDIA,Public
97,2011,STATE BANK OF INDIA,Public
97,2012,STATE BANK OF INDIA,Public
97,2013,STATE BANK OF INDIA,Public
97,2014,STATE BANK OF INDIA,Public
97,2015,STATE BANK OF INDIA,Public
97,2016,STATE BANK OF INDIA,Public
97,2017,STATE BANK OF INDIA,Public
97,2018,STATE BANK OF INDIA,Public
97,2019,STATE BANK OF INDIA,Public
97,2020,STATE BANK OF INDIA,Public
98,2005,STATE BANK OF INDORE,Public
98,2006,STATE BANK OF INDORE,Public
98,2007,STATE BANK OF INDORE,Public
98,2008,STATE BANK OF INDORE,Public
98,2009,STATE BANK OF INDORE,Public
98,2010,STATE BANK OF INDORE,Public
99,2005,STATE BANK OF MYSORE,Public
